epoch,accuracy,loss
0,0.10092926025390625,6.973164081573486
1,0.10842326283454895,5.725780487060547
2,0.10842326283454895,5.697211265563965
3,0.10842326283454895,5.693107604980469
4,0.10842326283454895,5.690954208374023
5,0.10842326283454895,5.688239574432373
6,0.10842326283454895,5.684927463531494
7,0.10842326283454895,5.679751873016357
8,0.10842326283454895,5.674222469329834
9,0.10842326283454895,5.668290615081787
10,0.10842326283454895,5.662232398986816
11,0.10842326283454895,5.656173229217529
12,0.10842326283454895,5.648501396179199
13,0.10842326283454895,5.63968563079834
14,0.10842326283454895,5.630733966827393
15,0.10842326283454895,5.620361328125
16,0.10842326283454895,5.609038352966309
17,0.10842326283454895,5.596667289733887
18,0.11581235378980637,5.583499431610107
19,0.11978417634963989,5.567718029022217
20,0.12303657084703445,5.55167293548584
21,0.1261540800333023,5.5339837074279785
22,0.1276828497648239,5.515408039093018
23,0.1288219392299652,5.495389938354492
24,0.12952637672424316,5.475365161895752
25,0.13042566180229187,5.454100608825684
26,0.13151977956295013,5.432614326477051
27,0.13438250124454498,5.409854888916016
28,0.13931354880332947,5.387803077697754
29,0.1436750590801239,5.364077568054199
30,0.14754197001457214,5.340438365936279
31,0.1501648724079132,5.326915740966797
32,0.15400180220603943,5.296672344207764
33,0.157523974776268,5.271419525146484
34,0.16022181510925293,5.246989727020264
35,0.16351918876171112,5.223335266113281
36,0.16714628040790558,5.199090003967285
37,0.1697242259979248,5.177719593048096
38,0.17153777182102203,5.154224395751953
39,0.17269185185432434,5.132204055786133
40,0.17461031675338745,5.110187530517578
41,0.17615407705307007,5.088798522949219
42,0.17753297090530396,5.068174362182617
43,0.17844724655151367,5.048264026641846
44,0.17960131168365479,5.028750419616699
45,0.18162469565868378,5.008487701416016
46,0.18234412372112274,4.988848686218262
47,0.18412770330905914,4.969971656799316
48,0.18531174957752228,4.951320171356201
49,0.18601618707180023,4.93306303024292
50,0.18886390328407288,4.91439962387085
51,0.19013789296150208,4.896211624145508
52,0.19238609075546265,4.8768439292907715
53,0.19391487538814545,4.8581013679504395
54,0.19557853043079376,4.841569900512695
55,0.19781175255775452,4.82275915145874
56,0.19961030781269073,4.805453777313232
57,0.20154376327991486,4.7872819900512695
58,0.20343224704265594,4.771534442901611
59,0.20479616522789001,4.753799915313721
60,0.20686450600624084,4.735515117645264
61,0.20930755138397217,4.720355033874512
62,0.21110612154006958,4.703305721282959
63,0.21217025816440582,4.687978744506836
64,0.21357913315296173,4.671441078186035
65,0.21579736471176147,4.654191970825195
66,0.21792565286159515,4.636417388916016
67,0.2191247045993805,4.622550964355469
68,0.22110311686992645,4.606843948364258
69,0.22237709164619446,4.591883182525635
70,0.2239658236503601,4.5776686668396
71,0.22567446529865265,4.562952518463135
72,0.2268884927034378,4.546991348266602
73,0.22885191440582275,4.530947685241699
74,0.23114508390426636,4.514477729797363
75,0.23243404924869537,4.502212047576904
76,0.2337380051612854,4.487244606018066
77,0.23405276238918304,4.471998691558838
78,0.23658573627471924,4.4600300788879395
79,0.23749999701976776,4.445615768432617
80,0.2404526323080063,4.427847385406494
81,0.24169664084911346,4.414414405822754
82,0.24163669347763062,4.4019694328308105
83,0.2437799721956253,4.386826992034912
84,0.24545863270759583,4.370185375213623
85,0.2460731416940689,4.3582634925842285
86,0.24812649190425873,4.345643043518066
87,0.24940048158168793,4.33101749420166
88,0.25109413266181946,4.318140506744385
89,0.2523081600666046,4.302445411682129
90,0.2544664144515991,4.290881156921387
91,0.25554555654525757,4.2757368087768555
92,0.256579726934433,4.262208938598633
93,0.25729915499687195,4.252194404602051
94,0.2596672773361206,4.235844135284424
95,0.26101619005203247,4.2214179039001465
96,0.2619454562664032,4.209798812866211
97,0.26302456855773926,4.194820404052734
98,0.26440346240997314,4.18097448348999
99,0.2669214606285095,4.164936542510986
100,0.26735612750053406,4.151764869689941
101,0.26963430643081665,4.138280868530273
102,0.27012890577316284,4.125534534454346
103,0.2725869417190552,4.110527992248535
104,0.27431055903434753,4.097790241241455
105,0.27559950947761536,4.084897518157959
106,0.2754196524620056,4.071318626403809
107,0.2772931754589081,4.059816837310791
108,0.27867206931114197,4.044085502624512
109,0.2807554006576538,4.030259609222412
110,0.28142985701560974,4.021486759185791
111,0.2825539708137512,4.007157325744629
112,0.283782958984375,3.996764659881592
113,0.2856714725494385,3.982466697692871
114,0.2877398133277893,3.9665606021881104
115,0.28929856419563293,3.9516513347625732
116,0.2894784212112427,3.939708709716797
117,0.29147180914878845,3.926215410232544
118,0.2929706275463104,3.915194511413574
119,0.29366007447242737,3.904198169708252
